LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
880,2.91,60,,1
926,3.19,60,,2
917,3.13,60,,3
891,2.97,60,,4
863,2.81,60,,5
870,2.85,60,,6
878,2.89,60,,7
885,2.94,60,,8
893,2.98,60,,9
902,3.04,60,,10
912,3.1,60,,11
923,3.17,60,,12
920,3.15,60,,13
898,3.01,60,,14
863,2.81,60,,15
