LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
930,3.21,120,,1
945,3.31,120,,2
917,3.13,120,,3
954,3.37,120,,4
926,3.19,120,,5
946,3.32,120,,6
939,3.27,120,,7
923,3.17,120,,8
954,3.37,120,,9
923,3.17,120,,10
949,3.34,120,,11
935,3.24,120,,12
933,3.23,120,,13
950,3.34,120,,14
918,3.14,120,,15
