LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
942,3.29,160,,1
951,3.35,160,,2
961,3.42,160,,3
934,3.24,160,,4
959,3.4,160,,5
945,3.31,160,,6
954,3.37,160,,7
959,3.4,160,,8
942,3.29,160,,9
960,3.41,160,,10
941,3.28,160,,11
955,3.38,160,,12
954,3.37,160,,13
947,3.32,160,,14
961,3.42,160,,15
