LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
957,3.39,220,,1
966,3.45,220,,2
957,3.39,220,,3
965,3.44,220,,4
967,3.46,220,,5
963,3.43,220,,6
966,3.45,220,,7
959,3.4,220,,8
965,3.44,220,,9
964,3.44,220,,10
964,3.44,220,,11
966,3.45,220,,12
961,3.42,220,,13
966,3.45,220,,14
959,3.4,220,,15
