LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
669,1.91,60,,1
746,2.22,60,,2
733,2.17,60,,3
703,2.04,60,,4
680,1.95,60,,5
688,1.98,60,,6
697,2.02,60,,7
706,2.05,60,,8
681,1.95,60,,9
688,1.98,60,,10
696,2.01,60,,11
705,2.05,60,,12
714,2.09,60,,13
724,2.13,60,,14
733,2.17,60,,15
