LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
828,2.62,180,,1
812,2.54,180,,2
831,2.63,180,,3
826,2.61,180,,4
825,2.6,180,,5
835,2.66,180,,6
814,2.55,180,,7
832,2.64,180,,8
821,2.58,180,,9
827,2.61,180,,10
834,2.65,180,,11
818,2.57,180,,12
832,2.64,180,,13
816,2.56,180,,14
829,2.62,180,,15
