LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
20,0.99,341,,1
20,1.13,406,,2
20,1.21,442,,3
20,1.28,470,,4
20,1.33,491,,5
20,1.15,416,,6
20,1.18,430,,7
20,1.21,443,,8
20,1.24,455,,9
20,1.27,467,,10
20,1.3,479,,11
20,1.33,491,,12
20,1.37,503,,13
20,1.4,516,,14
20,1.45,531,,15
