LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
801,2.48,180,,1
807,2.51,180,,2
818,2.57,180,,3
795,2.45,180,,4
815,2.55,180,,5
806,2.51,180,,6
810,2.53,180,,7
819,2.57,180,,8
801,2.48,180,,9
816,2.56,180,,10
801,2.48,180,,11
811,2.53,180,,12
817,2.56,180,,13
804,2.5,180,,14
817,2.56,180,,15
