LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
800,2.48,40,,1
890,2.96,40,,2
903,3.04,40,,3
866,2.83,40,,4
826,2.61,40,,5
834,2.65,40,,6
841,2.69,40,,7
849,2.73,40,,8
858,2.78,40,,9
867,2.83,40,,10
877,2.89,40,,11
888,2.95,40,,12
901,3.03,40,,13
877,2.89,40,,14
825,2.6,40,,15
