LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
815,2.55,200,,1
803,2.49,200,,2
818,2.57,200,,3
818,2.57,200,,4
814,2.55,200,,5
820,2.58,200,,6
807,2.51,200,,7
819,2.57,200,,8
812,2.54,200,,9
816,2.56,200,,10
821,2.58,200,,11
809,2.52,200,,12
819,2.57,200,,13
807,2.51,200,,14
816,2.56,200,,15
