LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
683,1.96,80,,1
735,2.17,80,,2
747,2.23,80,,3
750,2.24,80,,4
736,2.18,80,,5
715,2.09,80,,6
692,2.0,80,,7
700,2.03,80,,8
709,2.06,80,,9
718,2.1,80,,10
727,2.14,80,,11
737,2.18,80,,12
748,2.23,80,,13
754,2.26,80,,14
742,2.21,80,,15
