LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
764,2.3,20,,1
804,2.5,20,,2
804,2.5,20,,3
732,2.16,20,,4
745,2.22,20,,5
754,2.26,20,,6
765,2.31,20,,7
775,2.36,20,,8
786,2.41,20,,9
798,2.47,20,,10
809,2.52,20,,11
821,2.58,20,,12
834,2.65,20,,13
743,2.21,20,,14
750,2.24,20,,15
