LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
0,0.5,0,,1
0,0.5,0,,2
0,0.5,0,,3
0,0.5,0,,4
0,0.5,0,,5
0,0.5,0,,6
1,0.5,0,,7
1,0.5,0,,8
3,0.5,0,,9
2,0.5,0,,10
2,0.5,0,,11
2,0.5,0,,12
3,0.5,0,,13
5,0.51,0,,14
0,0.5,0,,15
