LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
778,2.37,120,,1
810,2.53,120,,2
777,2.37,120,,3
818,2.57,120,,4
790,2.43,120,,5
807,2.51,120,,6
806,2.51,120,,7
783,2.39,120,,8
821,2.58,120,,9
786,2.41,120,,10
812,2.54,120,,11
802,2.49,120,,12
794,2.45,120,,13
819,2.57,120,,14
782,2.39,120,,15
