LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
826,2.61,200,,1
837,2.67,200,,2
829,2.62,200,,3
837,2.67,200,,4
820,2.58,200,,5
835,2.66,200,,6
832,2.64,200,,7
830,2.63,200,,8
837,2.67,200,,9
824,2.6,200,,10
835,2.66,200,,11
827,2.61,200,,12
831,2.63,200,,13
837,2.67,200,,14
827,2.61,200,,15
837,2.67,200,,16
