LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
534,1.45,40,,1
674,1.92,40,,2
689,1.98,40,,3
648,1.83,40,,4
612,1.7,40,,5
622,1.73,40,,6
630,1.76,40,,7
638,1.79,40,,8
647,1.82,40,,9
657,1.86,40,,10
667,1.9,40,,11
679,1.94,40,,12
692,2.0,40,,13
660,1.87,40,,14
613,1.7,40,,15
