LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
771,2.34,160,,1
810,2.53,160,,2
798,2.47,160,,3
802,2.49,160,,4
814,2.55,160,,5
787,2.41,160,,6
811,2.53,160,,7
792,2.44,160,,8
804,2.5,160,,9
808,2.52,160,,10
794,2.45,160,,11
812,2.54,160,,12
787,2.41,160,,13
806,2.51,160,,14
803,2.49,160,,15
