LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
941,3.28,100,,1
916,3.12,100,,2
937,3.26,100,,3
930,3.21,100,,4
902,3.04,100,,5
947,3.32,100,,6
913,3.1,100,,7
941,3.28,100,,8
925,3.18,100,,9
918,3.14,100,,10
941,3.28,100,,11
909,3.08,100,,12
946,3.32,100,,13
921,3.15,100,,14
930,3.21,100,,15
