LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
826,2.61,220,,1
839,2.68,220,,2
829,2.62,220,,3
838,2.67,220,,4
840,2.68,220,,5
834,2.65,220,,6
838,2.67,220,,7
830,2.63,220,,8
838,2.67,220,,9
838,2.67,220,,10
836,2.66,220,,11
839,2.68,220,,12
833,2.65,220,,13
838,2.67,220,,14
832,2.64,220,,15
836,2.66,220,,16
