LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
809,2.52,160,,1
818,2.57,160,,2
833,2.65,160,,3
802,2.49,160,,4
829,2.62,160,,5
816,2.56,160,,6
822,2.59,160,,7
831,2.63,160,,8
808,2.52,160,,9
830,2.63,160,,10
810,2.53,160,,11
825,2.6,160,,12
826,2.61,160,,13
815,2.55,160,,14
832,2.64,160,,15
