LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
4,0.5,0,,1
3,0.5,0,,2
2,0.5,0,,3
2,0.5,0,,4
2,0.5,0,,5
2,0.5,0,,6
2,0.5,0,,7
3,0.5,0,,8
3,0.5,0,,9
2,0.5,0,,10
2,0.5,0,,11
2,0.5,0,,12
1,0.5,0,,13
1,0.5,0,,14
3,0.5,0,,15
1,0.5,0,,16
