LDR,LUX,BRIGHTNESS,Unnamed: 3,waktu
780,2.38,140,,1
826,2.61,140,,2
810,2.53,140,,3
816,2.56,140,,4
826,2.61,140,,5
796,2.46,140,,6
828,2.62,140,,7
805,2.5,140,,8
820,2.58,140,,9
821,2.58,140,,10
806,2.51,140,,11
832,2.64,140,,12
801,2.48,140,,13
824,2.6,140,,14
816,2.56,140,,15
